"","Issue","State","ZIP_code","Count","Latitude","Longitude"
"26499","Incorrect information on credit report","AL",35071,3,33.7089,-86.8349
"26500","Incorrect information on credit report","AL",35068,3,33.6109,-86.8216
"26501","Incorrect information on credit report","AL",35064,3,33.4757,-86.9179
"26502","Incorrect information on credit report","AL",35061,1,33.4606,-86.9566
"26503","Incorrect information on credit report","AL",35058,1,34.2391,-86.726
"26504","Incorrect information on credit report","AL",35057,1,34.1179,-86.9276
"26505","Incorrect information on credit report","AL",35055,4,34.1509,-86.7443
"26506","Incorrect information on credit report","AL",35051,1,33.2226,-86.6377
"26507","Incorrect information on credit report","AL",35045,9,32.825,-86.6803
"26508","Incorrect information on credit report","AL",35044,1,33.2584,-86.3821
"26509","Incorrect information on credit report","AL",35043,79,33.3257,-86.6567
"26510","Incorrect information on credit report","AL",35040,31,33.1025,-86.714
"26511","Incorrect information on credit report","AL",35034,3,32.9506,-87.322
"26512","Incorrect information on credit report","AL",35023,1,33.4597,-87.0604
"26513","Incorrect information on credit report","AL",35022,1,33.3227,-86.951
"26514","Incorrect information on credit report","AL",35020,3,33.3989,-86.9631
"26515","Incorrect information on credit report","AL",35007,2,33.2113,-86.7884
"26516","Incorrect information on credit report","AL",35005,1,33.5899,-86.9905
"26517","Incorrect information on credit report","AL",35004,1,33.6131,-86.4855
"26518","Incorrect information on credit report","AK",72642,1,36.3722,-92.5426
"26519","Incorrect information on credit report","AK",72401,2,35.8789,-90.6876
"26520","Incorrect information on credit report","AE",9853,3,40.7554,-74.0617
"26521","Incorrect information on credit report","AE",9834,2,40.7554,-74.0617
"26522","Incorrect information on credit report","AE",9645,1,40.7554,-74.0617
"26523","Incorrect information on credit report","AE",9630,9,40.7554,-74.0617
"26524","Incorrect information on credit report","AE",9622,3,40.7554,-74.0617
"26525","Incorrect information on credit report","AE",9579,1,40.7554,-74.0617
"26526","Incorrect information on credit report","AE",9468,1,40.7554,-74.0617
"26527","Incorrect information on credit report","AE",9464,1,40.7554,-74.0617
"26528","Incorrect information on credit report","AE",9366,1,40.7554,-74.0617
"26529","Incorrect information on credit report","AE",9337,1,40.7554,-74.0617
"26530","Incorrect information on credit report","AE",9180,1,40.7554,-74.0617
"26531","Incorrect information on credit report","AE",9128,1,40.7554,-74.0617
"26532","Incorrect information on credit report","AE",9096,9,40.7554,-74.0617
"26533","Incorrect information on credit report","AE",9046,1,40.7554,-74.0617
"26534","Incorrect information on credit report","AE",9021,1,40.7554,-74.0617
"26535","Incorrect information on credit report","AE",9009,2,40.7554,-74.0617
"26536","Loan modification，collection，foreclosure","WY",83120,1,42.9912,-111.0303
"26537","Loan modification，collection，foreclosure","WY",83118,1,43.2379,-110.9291
"26538","Loan modification，collection，foreclosure","WY",83111,1,42.8514,-111.0199
"26539","Loan modification，collection，foreclosure","WY",83101,1,41.8729,-110.3117
"26540","Loan modification，collection，foreclosure","WY",83014,2,43.5278,-110.934
"26541","Loan modification，collection，foreclosure","WY",83002,2,43.4703,-110.7864
"26542","Loan modification，collection，foreclosure","WY",83001,2,43.4856,-110.5609
"26543","Loan modification，collection，foreclosure","WY",82941,2,42.8837,-109.8015
"26544","Loan modification，collection，foreclosure","WY",82935,2,41.8757,-109.6975
"26545","Loan modification，collection，foreclosure","WY",82901,4,41.6319,-108.9027
"26546","Loan modification，collection，foreclosure","WY",82836,1,44.7796,-107.5386
"26547","Loan modification，collection，foreclosure","WY",82834,1,44.2844,-106.5811
"26548","Loan modification，collection，foreclosure","WY",82801,5,44.7768,-106.9652
"26549","Loan modification，collection，foreclosure","WY",82727,1,44.3081,-105.1831
"26550","Loan modification，collection，foreclosure","WY",82718,3,43.899,-105.5453
"26551","Loan modification，collection，foreclosure","WY",82717,1,44.2932,-105.5048
"26552","Loan modification，collection，foreclosure","WY",82716,1,44.4947,-105.6763
"26553","Loan modification，collection，foreclosure","WY",82637,1,42.8356,-105.8795
"26554","Loan modification，collection，foreclosure","WY",82633,2,42.8978,-105.5408
"26555","Loan modification，collection，foreclosure","WY",82604,1,42.8404,-106.9531
"26556","Loan modification，collection，foreclosure","WY",82601,1,43.0429,-106.2252
"26557","Loan modification，collection，foreclosure","WY",82501,3,43.1293,-108.4807
"26558","Loan modification，collection，foreclosure","WY",82443,1,43.7691,-108.6017
"26559","Loan modification，collection，foreclosure","WY",82414,2,44.4848,-109.4828
"26560","Loan modification，collection，foreclosure","WY",82201,1,42.0161,-105.0093
"26561","Loan modification，collection，foreclosure","WY",82083,2,41.7502,-106.0093
"26562","Loan modification，collection，foreclosure","WY",82073,1,41.3108,-105.5904
"26563","Loan modification，collection，foreclosure","WY",82070,2,41.2668,-105.6953
"26564","Loan modification，collection，foreclosure","WY",82055,1,41.3558,-106.2035
"26565","Loan modification，collection，foreclosure","WY",82009,3,41.3806,-104.818
"26566","Loan modification，collection，foreclosure","WY",82007,1,41.0739,-104.7471
"26567","Loan modification，collection，foreclosure","WY",82001,6,41.127,-104.9879
"26568","Loan modification，collection，foreclosure","WY",27610,1,35.7431,-78.5812
"26569","Loan modification，collection，foreclosure","WY",13057,1,43.0999,-76.0484
"26570","Loan modification，collection，foreclosure","WV",43920,1,40.6813,-80.5917
"26571","Loan modification，collection，foreclosure","WV",26764,3,39.4668,-79.5637
"26572","Loan modification，collection，foreclosure","WV",26753,1,39.5555,-78.7917
"26573","Loan modification，collection，foreclosure","WV",26739,1,39.2339,-79.2537
"26574","Loan modification，collection，foreclosure","WV",26711,2,39.2994,-78.4355
"26575","Loan modification，collection，foreclosure","WV",26678,2,38.1672,-80.9113
"26576","Loan modification，collection，foreclosure","WV",26601,1,38.6537,-80.6225
"26577","Loan modification，collection，foreclosure","WV",26591,1,39.4575,-80.2905
"26578","Loan modification，collection，foreclosure","WV",26554,2,39.4743,-80.1127
"26579","Loan modification，collection，foreclosure","WV",26531,1,39.607,-79.8924
"26580","Loan modification，collection，foreclosure","WV",26525,1,39.6446,-79.6317
"26581","Loan modification，collection，foreclosure","WV",26508,2,39.5782,-79.9144
"26582","Loan modification，collection，foreclosure","WV",26507,1,39.5652,-80.0695
"26583","Loan modification，collection，foreclosure","WV",26505,3,39.6446,-79.9461
"26584","Loan modification，collection，foreclosure","WV",26501,1,39.6329,-80.0389
"26585","Loan modification，collection，foreclosure","WV",26456,1,39.2714,-80.7836
"26586","Loan modification，collection，foreclosure","WV",26431,1,39.3976,-80.292
"26587","Loan modification，collection，foreclosure","WV",26351,1,38.9371,-80.8807
"26588","Loan modification，collection，foreclosure","WV",26335,1,38.8418,-80.6638
"26589","Loan modification，collection，foreclosure","WV",26301,1,39.2776,-80.3709
"26590","Loan modification，collection，foreclosure","WV",26294,1,38.537,-80.026
"26591","Loan modification，collection，foreclosure","WV",26280,1,38.721,-80.0818
"26592","Loan modification，collection，foreclosure","WV",26276,1,39.0106,-79.7423
"26593","Loan modification，collection，foreclosure","WV",26250,1,39.0552,-79.9594
"26594","Loan modification，collection，foreclosure","WV",26241,1,38.9625,-79.8559
"26595","Loan modification，collection，foreclosure","WV",26201,3,38.9952,-80.1916
"26596","Loan modification，collection，foreclosure","WV",26159,1,39.6082,-80.9097
"26597","Loan modification，collection，foreclosure","WV",26148,1,39.0808,-81.2265
"26598","Loan modification，collection，foreclosure","WV",26142,1,39.2138,-81.4631
"26599","Loan modification，collection，foreclosure","WV",26134,2,39.3811,-81.2662
"26600","Loan modification，collection，foreclosure","WV",26105,1,39.327,-81.5126
"26601","Loan modification，collection，foreclosure","WV",26104,3,39.2788,-81.4884
"26602","Loan modification，collection，foreclosure","WV",26101,2,39.2308,-81.5715
"26603","Loan modification，collection，foreclosure","WV",26050,1,40.5961,-80.646
"26604","Loan modification，collection，foreclosure","WV",26047,1,40.5286,-80.5719
"26605","Loan modification，collection，foreclosure","WV",26041,1,39.8869,-80.7161
"26606","Loan modification，collection，foreclosure","WV",26038,1,39.9631,-80.7241
"26607","Loan modification，collection，foreclosure","WV",26035,1,40.346,-80.5339
"26608","Loan modification，collection，foreclosure","WV",26034,1,40.5962,-80.5554
"26609","Loan modification，collection，foreclosure","WV",26003,8,40.0676,-80.6853
"26610","Loan modification，collection，foreclosure","WV",25962,1,37.9552,-80.7775
"26611","Loan modification，collection，foreclosure","WV",25901,1,37.9497,-81.116
"26612","Loan modification，collection，foreclosure","WV",25840,3,38.0578,-81.1122
"26613","Loan modification，collection，foreclosure","WV",25813,1,37.7705,-81.0953
"26614","Loan modification，collection，foreclosure","WV",25801,4,37.8252,-81.2439
"26615","Loan modification，collection，foreclosure","WV",25705,3,38.4056,-82.3662
"26616","Loan modification，collection，foreclosure","WV",25704,1,38.339,-82.4809
"26617","Loan modification，collection，foreclosure","WV",25701,1,38.3727,-82.3983
"26618","Loan modification，collection，foreclosure","WV",25560,1,38.452,-81.8987
"26619","Loan modification，collection，foreclosure","WV",25541,1,38.4311,-82.1423
"26620","Loan modification，collection，foreclosure","WV",25530,1,38.368,-82.5824
"26621","Loan modification，collection，foreclosure","WV",25526,2,38.3943,-81.9579
"26622","Loan modification，collection，foreclosure","WV",25510,1,38.3967,-82.0591
"26623","Loan modification，collection，foreclosure","WV",25443,1,39.4389,-77.8295
"26624","Loan modification，collection，foreclosure","WV",25442,1,39.3694,-77.827
"26625","Loan modification，collection，foreclosure","WV",25438,3,39.3254,-77.8661
"26626","Loan modification，collection，foreclosure","WV",25430,7,39.3447,-77.9232
"26627","Loan modification，collection，foreclosure","WV",25428,4,39.3823,-78.044
"26628","Loan modification，collection，foreclosure","WV",25427,8,39.5303,-78.0906
"26629","Loan modification，collection，foreclosure","WV",25425,7,39.2692,-77.7695
"26630","Loan modification，collection，foreclosure","WV",25420,4,39.385,-78.0998
"26631","Loan modification，collection，foreclosure","WV",25414,11,39.248,-77.8702
"26632","Loan modification，collection，foreclosure","WV",25413,6,39.3096,-78.053
"26633","Loan modification，collection，foreclosure","WV",25411,3,39.5344,-78.2416
"26634","Loan modification，collection，foreclosure","WV",25405,6,39.4109,-77.9636
"26635","Loan modification，collection，foreclosure","WV",25404,9,39.4845,-77.9121
"26636","Loan modification，collection，foreclosure","WV",25403,4,39.4819,-78.0206
"26637","Loan modification，collection，foreclosure","WV",25401,3,39.4609,-77.9763
"26638","Loan modification，collection，foreclosure","WV",25315,1,38.2137,-81.5809
"26639","Loan modification，collection，foreclosure","WV",25302,1,38.3931,-81.6034
"26640","Loan modification，collection，foreclosure","WV",25264,1,38.8569,-81.8856
"26641","Loan modification，collection，foreclosure","WV",25177,2,38.3654,-81.8328
"26642","Loan modification，collection，foreclosure","WV",25106,1,38.7811,-82.0571
"26643","Loan modification，collection，foreclosure","WV",25064,1,38.3784,-81.7474
"26644","Loan modification，collection，foreclosure","WV",24986,2,37.8637,-80.2671
"26645","Loan modification，collection，foreclosure","WV",24983,1,37.5992,-80.4769
"26646","Loan modification，collection，foreclosure","WV",24910,1,37.7453,-80.6892
"26647","Loan modification，collection，foreclosure","WV",24901,1,37.8371,-80.4671
"26648","Loan modification，collection，foreclosure","WV",24701,1,37.3042,-81.2092
"26649","Loan modification，collection，foreclosure","WI",98012,1,47.8415,-122.1997
"26650","Loan modification，collection，foreclosure","WI",84016,1,41.0891,-112.0183
"26651","Loan modification，collection，foreclosure","WI",54986,2,44.1391,-88.7652
"26652","Loan modification，collection，foreclosure","WI",54984,1,44.1726,-89.2283
"26653","Loan modification，collection，foreclosure","WI",54982,2,44.0775,-89.2648
"26654","Loan modification，collection，foreclosure","WI",54971,1,43.8707,-88.8231
"26655","Loan modification，collection，foreclosure","WI",54968,1,43.8398,-89.1646
"26656","Loan modification，collection，foreclosure","WI",54966,2,44.2145,-89.5115
"26657","Loan modification，collection，foreclosure","WI",54961,3,44.4045,-88.7758
"26658","Loan modification，collection，foreclosure","WI",54956,3,44.1815,-88.5126
"26659","Loan modification，collection，foreclosure","WI",54952,4,44.2105,-88.3461
"26660","Loan modification，collection，foreclosure","WI",54944,1,44.327,-88.6577
"26661","Loan modification，collection，foreclosure","WI",54943,1,44.1192,-89.5814
"26662","Loan modification，collection，foreclosure","WI",54942,3,44.3009,-88.5491
"26663","Loan modification，collection，foreclosure","WI",54941,1,43.8435,-88.9834
"26664","Loan modification，collection，foreclosure","WI",54937,1,43.7616,-88.3221
"26665","Loan modification，collection，foreclosure","WI",54935,1,43.833,-88.4255
"26666","Loan modification，collection，foreclosure","WI",54929,6,44.6417,-88.7244
"26667","Loan modification，collection，foreclosure","WI",54923,3,43.9963,-88.9569
"26668","Loan modification，collection，foreclosure","WI",54915,3,44.2448,-88.3639
"26669","Loan modification，collection，foreclosure","WI",54914,7,44.2642,-88.5505
"26670","Loan modification，collection，foreclosure","WI",54913,2,44.3389,-88.4059
"26671","Loan modification，collection，foreclosure","WI",54911,4,44.2732,-88.3901
"26672","Loan modification，collection，foreclosure","WI",54904,5,44.0275,-88.6179
"26673","Loan modification，collection，foreclosure","WI",54903,1,44.0158,-88.5365
"26674","Loan modification，collection，foreclosure","WI",54902,1,43.9672,-88.5516
"26675","Loan modification，collection，foreclosure","WI",54901,9,44.0527,-88.4907
"26676","Loan modification，collection，foreclosure","WI",54893,1,45.858,-92.3339
"26677","Loan modification，collection，foreclosure","WI",54889,1,45.4135,-92.1794
"26678","Loan modification，collection，foreclosure","WI",54888,1,45.9754,-91.8476
"26679","Loan modification，collection，foreclosure","WI",54880,7,46.5835,-92.2186
"26680","Loan modification，collection，foreclosure","WI",54874,2,46.5407,-91.9662
"26681","Loan modification，collection，foreclosure","WI",54862,1,45.829,-91.1573
"26682","Loan modification，collection，foreclosure","WI",54853,2,45.5799,-92.4545
"26683","Loan modification，collection，foreclosure","WI",54843,3,46.0192,-91.2745
"26684","Loan modification，collection，foreclosure","WI",54824,2,45.4869,-92.5497
"26685","Loan modification，collection，foreclosure","WI",54822,1,45.3966,-91.6934
"26686","Loan modification，collection，foreclosure","WI",54817,1,45.6503,-91.5398
"26687","Loan modification，collection，foreclosure","WI",54812,1,45.3966,-91.8778
"26688","Loan modification，collection，foreclosure","WI",54806,1,46.5564,-90.8804
"26689","Loan modification，collection，foreclosure","WI",54801,1,45.8758,-91.9908
"26690","Loan modification，collection，foreclosure","WI",54763,1,45.1694,-91.8507
"26691","Loan modification，collection，foreclosure","WI",54758,2,44.5362,-91.1859
"26692","Loan modification，collection，foreclosure","WI",54751,6,44.8553,-91.9638
"26693","Loan modification，collection，foreclosure","WI",54745,1,45.2577,-91.1593
"26694","Loan modification，collection，foreclosure","WI",54739,3,44.8514,-91.7024
"26695","Loan modification，collection，foreclosure","WI",54736,3,44.5944,-91.9148
"26696","Loan modification，collection，foreclosure","WI",54732,1,45.1343,-91.1138
"26697","Loan modification，collection，foreclosure","WI",54730,1,45.0357,-91.738
"26698","Loan modification，collection，foreclosure","WI",54729,5,44.94,-91.4219
"26699","Loan modification，collection，foreclosure","WI",54728,1,45.2966,-91.716
"26700","Loan modification，collection，foreclosure","WI",54720,1,44.8044,-91.4379
"26701","Loan modification，collection，foreclosure","WI",54703,8,44.8316,-91.4781
"26702","Loan modification，collection，foreclosure","WI",54701,1,44.7459,-91.5184
"26703","Loan modification，collection，foreclosure","WI",54670,1,43.8362,-90.4911
"26704","Loan modification，collection，foreclosure","WI",54669,1,43.9055,-91.1116
"26705","Loan modification，collection，foreclosure","WI",54667,2,43.6615,-90.87
"26706","Loan modification，collection，foreclosure","WI",54666,1,44.1645,-90.3992
"26707","Loan modification，collection，foreclosure","WI",54665,1,43.5293,-90.8914
"26708","Loan modification，collection，foreclosure","WI",54660,5,43.98,-90.4896
"26709","Loan modification，collection，foreclosure","WI",54656,1,43.9842,-90.783
"26710","Loan modification，collection，foreclosure","WI",54652,1,43.4601,-90.7766
"26711","Loan modification，collection，foreclosure","WI",54646,1,44.079,-90.078
"26712","Loan modification，collection，foreclosure","WI",54636,2,44.0058,-91.246
"26713","Loan modification，collection，foreclosure","WI",54635,1,44.41,-91.0646
"26714","Loan modification，collection，foreclosure","WI",54619,1,43.7608,-90.7805
"26715","Loan modification，collection，foreclosure","WI",54615,3,44.2738,-90.7942
"26716","Loan modification，collection，foreclosure","WI",54613,1,44.0119,-89.9419
"26717","Loan modification，collection，foreclosure","WI",54601,3,43.8093,-91.1498
"26718","Loan modification，collection，foreclosure","WI",54566,2,45.4528,-88.6144
"26719","Loan modification，collection，foreclosure","WI",54555,1,45.72,-90.4015
"26720","Loan modification，collection，foreclosure","WI",54548,1,45.8619,-89.8218
"26721","Loan modification，collection，foreclosure","WI",54534,1,46.441,-90.4763
"26722","Loan modification，collection，foreclosure","WI",54529,2,45.6653,-89.661
"26723","Loan modification，collection，foreclosure","WI",54521,2,45.9146,-89.2285
"26724","Loan modification，collection，foreclosure","WI",54520,1,45.5119,-88.923
"26725","Loan modification，collection，foreclosure","WI",54511,1,45.7437,-88.8616
"26726","Loan modification，collection，foreclosure","WI",54501,6,45.6836,-89.316
"26727","Loan modification，collection，foreclosure","WI",54494,3,44.3477,-89.7387
"26728","Loan modification，collection，foreclosure","WI",54491,1,45.2496,-88.7993
"26729","Loan modification，collection，foreclosure","WI",54487,1,45.5052,-89.74
"26730","Loan modification，collection，foreclosure","WI",54481,8,44.5336,-89.6431
"26731","Loan modification，collection，foreclosure","WI",54479,1,44.7491,-90.303
"26732","Loan modification，collection，foreclosure","WI",54476,6,44.8954,-89.5561
"26733","Loan modification，collection，foreclosure","WI",54475,1,44.4823,-89.7814
"26734","Loan modification，collection，foreclosure","WI",54467,3,44.4293,-89.5368
"26735","Loan modification，collection，foreclosure","WI",54464,1,45.0532,-89.0138
"26736","Loan modification，collection，foreclosure","WI",54457,1,44.2421,-89.8856
"26737","Loan modification，collection，foreclosure","WI",54455,5,44.7594,-89.7302
"26738","Loan modification，collection，foreclosure","WI",54452,1,45.2178,-89.7357
"26739","Loan modification，collection，foreclosure","WI",54449,2,44.635,-90.2158
"26740","Loan modification，collection，foreclosure","WI",54448,3,44.9437,-89.8404
"26741","Loan modification，collection，foreclosure","WI",54437,2,44.7635,-90.6285
"26742","Loan modification，collection，foreclosure","WI",54435,1,45.341,-89.4554
"26743","Loan modification，collection，foreclosure","WI",54409,1,45.107,-89.1594
"26744","Loan modification，collection，foreclosure","WI",54404,1,44.6376,-90.1802
"26745","Loan modification，collection，foreclosure","WI",54403,2,45.0198,-89.5425
"26746","Loan modification，collection，foreclosure","WI",54401,10,44.9523,-89.7069
"26747","Loan modification，collection，foreclosure","WI",54313,9,44.6093,-88.1203
"26748","Loan modification，collection，foreclosure","WI",54311,5,44.5238,-87.9232
"26749","Loan modification，collection，foreclosure","WI",54307,1,44.5355,-88.0945
"26750","Loan modification，collection，foreclosure","WI",54304,1,44.4903,-88.0565
"26751","Loan modification，collection，foreclosure","WI",54303,5,44.5324,-88.0599
"26752","Loan modification，collection，foreclosure","WI",54302,3,44.5083,-87.9738
"26753","Loan modification，collection，foreclosure","WI",54301,3,44.4816,-88.0197
"26754","Loan modification，collection，foreclosure","WI",54241,1,44.2368,-87.5691
"26755","Loan modification，collection，foreclosure","WI",54235,4,44.7913,-87.4294
"26756","Loan modification，collection，foreclosure","WI",54229,1,44.5712,-87.8153
"26757","Loan modification，collection，foreclosure","WI",54220,3,44.1049,-87.7258
"26758","Loan modification，collection，foreclosure","WI",54208,6,44.3748,-87.796
"26759","Loan modification，collection，foreclosure","WI",54201,1,44.6238,-87.502
"26760","Loan modification，collection，foreclosure","WI",54170,1,44.5224,-88.6003
"26761","Loan modification，collection，foreclosure","WI",54166,3,44.7596,-88.6393
"26762","Loan modification，collection，foreclosure","WI",54165,1,44.4945,-88.3112
"26763","Loan modification，collection，foreclosure","WI",54162,1,44.6794,-88.262
"26764","Loan modification，collection，foreclosure","WI",54161,1,45.1101,-88.0901
"26765","Loan modification，collection，foreclosure","WI",54157,2,45.0469,-87.8157
"26766","Loan modification，collection，foreclosure","WI",54154,2,44.8641,-88.1676
"26767","Loan modification，collection，foreclosure","WI",54143,4,45.0906,-87.6629
"26768","Loan modification，collection，foreclosure","WI",54141,1,44.7518,-87.9715
"26769","Loan modification，collection，foreclosure","WI",54136,1,44.2658,-88.3399
"26770","Loan modification，collection，foreclosure","WI",54130,3,44.2617,-88.2225
"26771","Loan modification，collection，foreclosure","WI",54129,1,44.1436,-88.1892
"26772","Loan modification，collection，foreclosure","WI",54121,2,45.8674,-88.3024
"26773","Loan modification，collection，foreclosure","WI",54115,3,44.3911,-88.0206
"26774","Loan modification，collection，foreclosure","WI",54114,3,45.2483,-88.1605
"26775","Loan modification，collection，foreclosure","WI",54110,1,44.1691,-88.0842
"26776","Loan modification，collection，foreclosure","WI",54107,1,44.6887,-88.4235
"26777","Loan modification，collection，foreclosure","WI",54104,3,45.4487,-88.2625
"26778","Loan modification，collection，foreclosure","WI",54101,1,44.791,-88.0605
"26779","Loan modification，collection，foreclosure","WI",54026,1,45.2383,-92.5618
"26780","Loan modification，collection，foreclosure","WI",54025,5,45.1331,-92.6937
"26781","Loan modification，collection，foreclosure","WI",54024,1,45.502,-92.6555
"26782","Loan modification，collection，foreclosure","WI",54023,2,44.9767,-92.548
"26783","Loan modification，collection，foreclosure","WI",54022,1,44.8368,-92.6035
"26784","Loan modification，collection，foreclosure","WI",54021,1,44.7409,-92.7179
"26785","Loan modification，collection，foreclosure","WI",54017,7,45.1232,-92.4883
"26786","Loan modification，collection，foreclosure","WI",54016,8,44.9713,-92.6957
"26787","Loan modification，collection，foreclosure","WI",54015,1,44.9667,-92.4507
"26788","Loan modification，collection，foreclosure","WI",54013,1,45.0639,-92.2483
"26789","Loan modification，collection，foreclosure","WI",54011,2,44.7027,-92.4509
"26790","Loan modification，collection，foreclosure","WI",54005,1,45.2349,-92.2361
"26791","Loan modification，collection，foreclosure","WI",54003,3,44.8022,-92.4464
"26792","Loan modification，collection，foreclosure","WI",54001,1,45.3296,-92.3805
"26793","Loan modification，collection，foreclosure","WI",53965,3,43.6924,-89.7297
"26794","Loan modification，collection，foreclosure","WI",53963,2,43.6579,-88.765
"26795","Loan modification，collection，foreclosure","WI",53959,1,43.5423,-89.9338
"26796","Loan modification，collection，foreclosure","WI",53955,2,43.399,-89.4247
"26797","Loan modification，collection，foreclosure","WI",53952,2,43.7942,-89.5972
"26798","Loan modification，collection，foreclosure","WI",53950,2,43.9019,-90.1251
"26799","Loan modification，collection，foreclosure","WI",53948,2,43.7779,-90.0178
"26800","Loan modification，collection，foreclosure","WI",53946,1,43.7215,-89.0677
"26801","Loan modification，collection，foreclosure","WI",53934,1,43.9766,-89.7882
"26802","Loan modification，collection，foreclosure","WI",53925,3,43.3347,-89.0478
"26803","Loan modification，collection，foreclosure","WI",53919,1,43.734,-88.7726
"26804","Loan modification，collection，foreclosure","WI",53916,4,43.4485,-88.848
"26805","Loan modification，collection，foreclosure","WI",53913,4,43.4932,-89.7436
"26806","Loan modification，collection，foreclosure","WI",53901,3,43.5343,-89.5172
"26807","Loan modification，collection，foreclosure","WI",53821,2,43.0447,-91.0752
"26808","Loan modification，collection，foreclosure","WI",53809,1,42.9926,-90.651
"26809","Loan modification，collection，foreclosure","WI",53719,5,43.0293,-89.5178
"26810","Loan modification，collection，foreclosure","WI",53718,2,43.1084,-89.2665
"26811","Loan modification，collection，foreclosure","WI",53717,1,43.0756,-89.5144
"26812","Loan modification，collection，foreclosure","WI",53716,1,43.0604,-89.344
"26813","Loan modification，collection，foreclosure","WI",53714,1,43.1029,-89.3124
"26814","Loan modification，collection，foreclosure","WI",53713,4,43.0352,-89.3894
"26815","Loan modification，collection，foreclosure","WI",53711,4,43.0214,-89.3595
"26816","Loan modification，collection，foreclosure","WI",53705,1,43.075,-89.461
"26817","Loan modification，collection，foreclosure","WI",53704,5,43.1322,-89.3512
"26818","Loan modification，collection，foreclosure","WI",53703,2,43.0802,-89.3746
"26819","Loan modification，collection，foreclosure","WI",53597,2,43.185,-89.468
"26820","Loan modification，collection，foreclosure","WI",53594,1,43.1688,-88.9633
"26821","Loan modification，collection，foreclosure","WI",53590,9,43.193,-89.2169
"26822","Loan modification，collection，foreclosure","WI",53589,1,42.9262,-89.2131
"26823","Loan modification，collection，foreclosure","WI",53586,1,42.5914,-90.2114
"26824","Loan modification，collection，foreclosure","WI",53582,1,43.0157,-89.9946
"26825","Loan modification，collection，foreclosure","WI",53581,1,43.3776,-90.4459
"26826","Loan modification，collection，foreclosure","WI",53578,1,43.311,-89.7602
"26827","Loan modification，collection，foreclosure","WI",53572,1,42.9613,-89.727
"26828","Loan modification，collection，foreclosure","WI",53570,1,42.7346,-89.6451
"26829","Loan modification，collection，foreclosure","WI",53566,1,42.614,-89.6761
"26830","Loan modification，collection，foreclosure","WI",53562,4,43.1126,-89.5318
"26831","Loan modification，collection，foreclosure","WI",53561,1,43.3969,-89.6226
"26832","Loan modification，collection，foreclosure","WI",53555,1,43.3176,-89.5597
"26833","Loan modification，collection，foreclosure","WI",53551,1,43.0924,-88.8995
"26834","Loan modification，collection，foreclosure","WI",53549,4,42.9907,-88.8023
"26835","Loan modification，collection，foreclosure","WI",53548,2,42.6974,-89.1516
"26836","Loan modification，collection，foreclosure","WI",53546,5,42.6646,-88.9427
"26837","Loan modification，collection，foreclosure","WI",53538,1,42.9231,-88.8233
"26838","Loan modification，collection，foreclosure","WI",53536,1,42.7754,-89.2799
"26839","Loan modification，collection，foreclosure","WI",53534,2,42.8505,-89.0999
"26840","Loan modification，collection，foreclosure","WI",53533,1,43.0003,-90.1764
"26841","Loan modification，collection，foreclosure","WI",53532,5,43.2372,-89.3338
"26842","Loan modification，collection，foreclosure","WI",53530,3,42.701,-90.1276
"26843","Loan modification，collection，foreclosure","WI",53527,1,43.0606,-89.2132
"26844","Loan modification，collection，foreclosure","WI",53525,2,42.5592,-88.8447
"26845","Loan modification，collection，foreclosure","WI",53523,3,42.9754,-89.0478
"26846","Loan modification，collection，foreclosure","WI",53521,1,42.8381,-89.4229
"26847","Loan modification，collection，foreclosure","WI",53520,1,42.5983,-89.3903
"26848","Loan modification，collection，foreclosure","WI",53515,1,43.1234,-89.759
"26849","Loan modification，collection，foreclosure","WI",53511,9,42.5592,-89.0827
"26850","Loan modification，collection，foreclosure","WI",53508,1,42.8606,-89.5422
"26851","Loan modification，collection，foreclosure","WI",53506,1,43.1469,-90.2707
"26852","Loan modification，collection，foreclosure","WI",53406,2,42.7336,-87.8736
"26853","Loan modification，collection，foreclosure","WI",53405,5,42.7342,-87.827
"26854","Loan modification，collection，foreclosure","WI",53404,3,42.7598,-87.8155
"26855","Loan modification，collection，foreclosure","WI",53403,4,42.6947,-87.8031
"26856","Loan modification，collection，foreclosure","WI",53402,7,42.7855,-87.7875
"26857","Loan modification，collection，foreclosure","WI",53235,1,42.9742,-87.87
"26858","Loan modification，collection，foreclosure","WI",53234,1,43.003,-87.9703
"26859","Loan modification，collection，foreclosure","WI",53233,2,43.0397,-87.934
"26860","Loan modification，collection，foreclosure","WI",53228,6,42.9675,-88.0435
"26861","Loan modification，collection，foreclosure","WI",53227,3,42.9905,-88.0429
"26862","Loan modification，collection，foreclosure","WI",53226,7,43.0457,-88.0427
"26863","Loan modification，collection，foreclosure","WI",53225,12,43.1126,-88.0408
"26864","Loan modification，collection，foreclosure","WI",53224,5,43.1632,-88.0386
"26865","Loan modification，collection，foreclosure","WI",53223,15,43.1632,-87.989
"26866","Loan modification，collection，foreclosure","WI",53222,12,43.0854,-88.0368
"26867","Loan modification，collection，foreclosure","WI",53221,5,42.9493,-87.9417
"26868","Loan modification，collection，foreclosure","WI",53220,2,42.9676,-87.9931
"26869","Loan modification，collection，foreclosure","WI",53219,6,42.9891,-87.9927
"26870","Loan modification，collection，foreclosure","WI",53218,23,43.1122,-87.9915
"26871","Loan modification，collection，foreclosure","WI",53217,5,43.1503,-87.9105
